"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student"
"15","0",0,0,34,3,12,22510,0,123888,1,1,"z_High_School","Clerical",26,0,14690,4,"Minivan",0,0,0,1,0,1,0,76.6617253620811,3.30741721588847,83.3675517645066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"16","0",0,0,35,2,12,60324.2653769841,1,0,0,0,"<High_School","z_Blue_Collar",43,0,9730,5,"z_SUV",0,0,0,0,4,4,0,117.477055900394,0,68.9477374786358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"17","0",0,2,44,2,14,45576,0,156623,1,0,"<High_School","z_Blue_Collar",27,0,1500,4,"Sports_Car",0,25276,1,0,8,8.18339960238569,0,104.047770178572,3.38746849611207,29.119108217154,10.1376501703328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","0",0,0,48,0,9,61509,0,195438,1,1,"Masters","",40,1,23230,6,"Panel_Truck",0,0,0,0,1,17,0,118.470560334095,3.46483788184532,102.979003679439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","0",0,0,62,0,15,40656,0,208242,1,0,"z_High_School","Clerical",57,0,9170,4,"Sports_Car",0,42342,2,1,2,7,0,99.0263957671598,3.48733741491081,67.0891460172068,10.6535583971622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"20","0",0,0,39,0,11,33727,0,0,0,0,"Bachelors","Clerical",27,0,10850,1,"z_SUV",0,8350,1,0,2,12,0,91.3301875665441,0,72.499182467342,9.03013657115323,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"21","0",0,0,38,0,0,0,0,0,1,1,"z_High_School","Student",41,1,17470,10,"Van",0,3157,2,0,5,6,0,0,0,90.3019293179564,8.05769419481559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"22","0",0,0,39,2,0,0,0,69369,1,0,"z_High_School","Home_Maker",36,0,8750,4,"Sports_Car",0,0,0,0,0,8,0,0,3.11744553223845,65.6546835548336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","0",0,2,44,2,13,142588,0,365256,1,1,"Masters","Manager",28,0,21790,6,"Minivan",0,0,0,0,2,9,0,170.497466203023,3.69304781469218,99.985398795243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24","0",0,0,45,0,12,32394,0,0,0,0,"z_High_School","Clerical",33,0,13770,4,"z_SUV",0,0,0,0,0,1,0,89.7493190596292,0,80.9186346875736,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"25","0",0,0,43,1,0,0,0,70170,1,0,"Bachelors","Home_Maker",26,0,8350,1,"z_SUV",0,0,0,0,3,7,0,0,3.12109832500998,64.2535999802389,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"26","0",0,0,64,0,15,31738,0,197010,1,1,"<High_School","z_Blue_Collar",23,1,14620,6,"z_SUV",0,3994,2,0,0,1,0,88.9577823340963,3.46767033858213,83.1841797950633,8.29279885820037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"27","0",0,0,60,0,9,125893,0,0,0,1,"PhD","",21,1,7500,9,"Pickup",0,7278,2,0,4,15,0,161.547665081705,0,61.1509548003479,8.89274876911826,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"28","0",0,2,35,4,6,154577,1,397868,0,0,"Bachelors","z_Blue_Collar",27,0,20450,6,"z_SUV",0,4645,1,0,3,1,0,176.563012697307,3.72540402202447,97.1023223821467,8.44376191333035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"29","0",0,0,52,0,11,79348,0,270032,1,0,"z_High_School","Manager",23,0,13150,11,"z_SUV",0,0,0,0,2,1,0,132.281490990993,3.58100027011585,79.218163871412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"30","0",0,0,56,2,14,192089,0,471701,1,1,"PhD","",31,1,21100,1,"Van",0,0,0,0,0,8.18339960238569,0,193.979832781241,3.79065284965136,98.5131513267292,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"31","0",0,0,55,0,15,108152,0,329756,1,0,"Masters","Manager",18,0,12320,1,"z_SUV",0,0,0,1,0,15,0,151.264481247232,3.65473301175321,76.8725940170208,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"32","0",0,0,26,0,8,53244,0,0,0,1,"Bachelors","Professional",28,1,20920,3,"Van",0,6224,1,0,1,8,0,111.294884260238,0,98.1248338919702,8.73632872133291,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"33","0",0,0,52,0,8,88560,0,244028,1,1,"Masters","Lawyer",14,0,13630,1,"Minivan",0,0,0,0,4,17,0,138.724728718626,3.54420509345665,80.5383243391634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"34","0",0,0,41,0,12,110386,0,335488,1,1,"Masters","",21,1,16640,1,"Van",0,0,0,0,2,14,0,152.609567099204,3.66116290172541,88.2981656498695,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"35","0",0,0,49,0,12,53765,0,0,0,0,"Bachelors","Professional",5,0,12360,4,"z_SUV",0,0,0,0,0,1,0,111.76513538005,0,76.9875528121516,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"36","0",0,0,30,2,10.3790913531998,26226,0,165178,1,0,"z_High_School","Clerical",68,0,23610,4,"z_SUV",0,0,0,0,1,1,0,81.9051067382534,3.40589397834319,103.752184619921,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"37","0",0,1,34,3,12,29431,0,143149,1,0,"<High_School","Clerical",12,0,22560,1,"Minivan",0,0,0,0,1,8.18339960238569,0,86.0979028401319,3.35652903631838,101.598974164482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38","0",0,0,44,0,14,44790,0,205463,1,0,"Masters","",5,1,19800,4,"Pickup",0,37163,1,0,4,9,0,103.266961832087,3.48256178228803,95.6671095851468,10.5230958297612,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"39","0",0,0,49,0,10.3790913531998,38326,0,133010,1,1,"Masters","Lawyer",5,0,10230,4,"Pickup",0,0,0,0,0,17,0,96.5278611910895,3.33147223339239,70.5590406216358,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"40","0",0,1,40,2,12,35260,0,141167,1,0,"<High_School","z_Blue_Collar",30,0,9740,7,"z_SUV",0,2235,1,0,8,1,0,93.1050503598964,3.35175900549288,68.9803953490192,7.71244383427499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"41","0",0,0,26,3,9,33283,0,104323,1,1,"Bachelors","z_Blue_Collar",37,1,7690,10,"Pickup",0,0,0,0,2,16,0,90.8076271201098,3.24993568758478,61.860302963521,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"42","0",0,0,46,0,7,26697,0,134863,1,0,"<High_School","Clerical",43,0,15080,6,"z_SUV",0,0,0,1,4,1,0,82.5388181080393,3.3361768717072,84.380679520265,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"43","0",0,0,50,0,7,73308,0,240645,0,1,"Masters","Lawyer",38,0,18720,7,"Van",0,0,0,0,2,19,0,127.823452527896,3.53916196454377,93.2251292751669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"44","0",0,0,62,0,12,22181,0,185459,0,0,"z_High_School","Clerical",24,0,17880,7,"Sports_Car",0,9873,3,0,5,1,0,76.1745374478916,3.44636512770528,91.272810605685,9.19766031881881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"45","0",0,0,53,1,13,52759,0,164906,1,0,"Bachelors","Professional",41,0,24160,9,"Minivan",0,0,0,0,0,13,0,110.854775924692,3.40532148647995,104.859476377664,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"46","0",0,0,44,0,4,146267,0,357184,1,1,"Masters","",51,1,6720,4,"Pickup",0,0,0,0,0,10,0,172.388531946416,3.68463933147938,58.1322636924368,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47","0",0,0,48,1,10,84629,0,308848,1,0,"Bachelors","Manager",35,0,15060,7,"z_SUV",0,9592,1,0,0,10,0,136.024086368354,3.63039573992509,84.3290702278806,9.16878894481795,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"48","0",0,1,45,2,17,111268,0,288071,1,0,"Masters","Lawyer",46,0,24600,1,"Van",0,28026,2,1,2,10,0,153.136364298529,3.60469856043923,105.735563559682,10.2409236102468,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"49","0",0,0,41,0,10,97700,0,0,0,0,"Bachelors","Home_Maker",43,0,26250,8,"Pickup",0,0,0,0,0,6,0,144.751924379256,0,108.947836619468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"50","0",0,0,32,3,13,30955,1,111256,0,0,"z_High_School","Clerical",9,0,7800,4,"z_SUV",0,0,0,1,0,8,0,88.0007634763155,3.27133478050138,62.2666659018937,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"51","0",0,0,49,1,15,89612,0,261946,1,1,"Masters","Professional",23,1,6400,10,"Pickup",0,0,0,0,0,23,0,139.435883140465,3.56991273948763,56.8393323578945,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"52","0",0,0,41,0,12,80718,0,0,0,0,"Bachelors","Professional",29,0,26480,11,"Sports_Car",0,8623,3,0,5,8,0,133.26563713924,0,109.386868373407,9.06230429314878,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"53","0",0,1,44,2,15,46140,0,169084,1,1,"z_High_School","z_Blue_Collar",29,1,10510,1,"Pickup",0,4276,3,0,7,1,0,104.603350768991,3.41402310819997,71.4428633208774,8.36100710822691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54","0",0,0,47,0,12,80105,0,0,0,1,"Masters","Manager",29,0,14210,6,"Minivan",0,0,0,0,1,12,0,132.826465884312,0,82.1005128363483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55","0",0,2,41,2,8,60324.2653769841,0,0,1,1,"<High_School","Student",43,1,5850,1,"Pickup",0,9419,1,0,5,6,0,117.477055900394,0,54.5329327298626,9.15059036757041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"56","0",0,0,41,2,10,78675,1,265450,0,1,"Bachelors","z_Blue_Collar",33,1,13470,11,"Minivan",0,0,0,0,0,3,0,131.794508078068,3.57475463905041,80.1010965862079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","0",0,0,50,0,10,219024,0,0,0,1,"PhD","",27,1,23370,4,"Panel_Truck",0,4117,2,0,4,20,0,205.32078156697,0,103.264647387085,8.32312288758773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","0",0,0,51,0,10,55573,0,0,0,0,"Masters","Lawyer",18,0,12160,1,"z_SUV",0,9768,1,0,6,14,0,113.377282562468,0,76.4107351468451,9.18696938565294,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"59","0",0,0,53,0,8,61862,0,245885,1,1,"PhD","Doctor",33,0,11270,1,"Pickup",0,0,0,0,0,14,0,118.764480454325,3.54694674309608,73.7797068485947,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"60","0",0,0,32,3,14,21944,0,128776,1,0,"<High_School","z_Blue_Collar",34,0,7270,1,"z_SUV",0,0,0,1,1,1,0,75.8210403360232,3.32049754107021,60.2791838296915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"61","0",0,0,48,0,14,42008,0,176219,1,0,"Masters","Lawyer",23,0,10000,4,"z_SUV",0,0,0,0,0,14,0,100.439087462871,3.42844651500485,69.8232404077172,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"62","0",0,0,54,0,8,90149,0,261569,1,0,"Masters","Manager",17,0,15910,4,"z_SUV",0,0,0,0,1,10,0,139.797072068568,3.56938833287005,86.4908077006307,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"63","0",0,0,55,0,15,75249,0,0,0,1,"Masters","",5,1,17020,1,"Van",0,1316,2,0,1,21,0,129.27805733784,0,89.2220823906039,7.18311170174328,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"64","0",0,0,51,0,11,117016,0,0,0,0,"Masters","Manager",23,0,20320,4,"Minivan",0,1197,2,0,6,8,0,156.512919485116,0,96.8172688594707,7.08840877867539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"65","0",0,0,47,0,7,76462,0,229334,1,1,"Bachelors","Professional",29,0,13850,6,"Minivan",0,0,0,0,0,7,0,130.176313358597,3.52182507688265,81.1350196235762,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"66","0",0,0,44,1,10.3790913531998,0,0,70461,1,0,"Masters","Home_Maker",19,0,2640,4,"Sports_Car",0,2219,2,0,1,13,0,0,3.12241610172324,37.7884788719864,7.70526247486633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","0",0,0,36,0,13,20891,0,134406,1,0,"z_High_School","z_Blue_Collar",39,1,5100,1,"z_SUV",0,2949,2,0,9,7,0,74.2236566506498,3.3350219984778,51.1905565385007,7.98956044933387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"68","0",0,0,35,2,10,17493,1,102902,0,0,"<High_School","Clerical",52,0,19340,9,"Minivan",0,5658,3,0,7,1,0,68.7321992205396,3.24539250764764,94.6360124126778,8.64100247714252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"69","0",0,0,43,0,11,39848,0,136304,0,0,"Masters","Lawyer",45,0,18060,8,"z_SUV",0,0,0,0,0,15,0,98.169375201347,3.33979551598964,91.6952588631281,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"70","0",0,0,42,1,12,117978,1,0,0,0,"Bachelors","z_Blue_Collar",17,1,28700,1,"z_SUV",0,0,0,0,0,7,0,157.068771088797,0,113.522920266217,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"71","0",0,0,56,0,12,62483,0,153217.671428571,1,0,"Bachelors","Manager",18,0,20940,6,"Minivan",0,0,0,0,0,8,0,119.279247630865,3.37988172944909,98.1680689773238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"72","0",0,0,39,0,14,73367,0,0,0,1,"Bachelors","Professional",36,0,12740,6,"Minivan",0,3320,1,0,4,7,0,127.867987380472,0,78.0698071044887,8.10802122137675,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"73","0",0,0,32,4,15,4478,1,0,0,0,"<High_School","Student",7,0,6780,4,"z_SUV",0,7181,3,0,5,8,0,38.09951179114,0,58.3709671052324,8.87933317478603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"74","0",0,0,44,1,9,5952,0,0,1,1,"Bachelors","Student",22,1,6500,4,"Pickup",0,0,0,0,0,10,0,43.0952143779352,0,57.2470428120587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"75","0",0,0,44,1,11,75046,0,244819,1,1,"z_High_School","z_Blue_Collar",56,1,9000,4,"Pickup",0,3288,3,0,6,10,0,129.126930877998,3.54537519782689,66.5128866941754,8.09833884618906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"76","0",0,0,38,0,10,75432,0,0,0,0,"Bachelors","Manager",51,0,16260,1,"z_SUV",0,8035,3,0,0,13,0,129.414096491854,0,87.3628049661312,8.99168672593482,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"77","0",0,0,35,3,13,64872,0,187354,1,0,"<High_School","Clerical",44,0,11490,1,"z_SUV",0,0,0,0,3,8,0,121.232986940314,3.44994064224739,74.4402003320424,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"78","0",0,0,55,0,14,66964,0,0,0,1,"Masters","Lawyer",47,0,13700,6,"Minivan",0,6183,3,0,3,18,0,122.910594950375,0,80.7287413597123,8.72972059026726,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"79","0",0,0,42,2,11,34210,0,186734,1,1,"z_High_School","Clerical",34,0,12880,6,"Minivan",0,1830,1,0,0,1,0,91.8942380506466,3.44877440560004,78.4641388789553,7.51261754467451,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"80","0",0,1,43,2,11,24124,0,157794,1,0,"<High_School","z_Blue_Collar",40,0,8140,7,"z_SUV",0,0,0,0,0,1,0,78.9951731702148,3.39004317640345,63.5035275673511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"81","0",0,0,44,0,12,39852,0,125283,1,0,"z_High_School","z_Blue_Collar",37,1,7410,1,"z_SUV",0,3704,2,0,0,6,0,98.1736420282739,3.31119683844132,60.811566911441,8.21743853773019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"82","0",0,0,51,0,13,65702,0,0,0,0,"Masters","Lawyer",27,0,15820,1,"z_SUV",0,7181,2,0,3,1,0,121.902196045253,0,86.2649126494381,8.87933317478603,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"83","0",0,0,34,1,12,68833,0,183087,1,0,"Bachelors","Clerical",35,1,21940,4,"Pickup",0,1494,2,0,3,9,0,124.384415673173,3.44184307776101,100.302113275799,7.30988148582479,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"84","0",0,1,40,2,6,54159,0,180764,1,1,"<High_School","z_Blue_Collar",65,0,16920,10,"Van",0,0,0,0,1,1,0,112.119043932649,3.43736316065586,88.9800335907539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"85","0",0,0,37,3,17,6217,0,0,1,0,"z_High_School","Student",27,1,22260,10,"Pickup",0,0,0,1,0,4,0,43.9157713838301,0,100.973892572549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"86","0",0,0,58,0,14,39707,0,192089,1,1,"<High_School","z_Blue_Collar",29,1,16870,1,"Van",0,3546,1,0,6,6,0,98.0188141088654,3.45873472819628,88.858720017901,8.17385745477362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"87","0",0,0,50,0,10,24358,0,128210,1,1,"<High_School","z_Blue_Collar",11,0,17790,3,"Van",0,0,0,1,0,7,0,79.326049043486,3.31900597176236,91.0607267507175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"88","0",0,0,46,0,7,106409,0,0,0,0,"Masters","",42,1,24410,6,"Pickup",0,6948,1,0,0,18,0,150.204045790786,0,105.358298016337,8.84635304331433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"89","0",0,0,53,0,14,59797,0,178230,1,0,"PhD","Doctor",35,0,18070,4,"Minivan",0,0,0,0,0,16,0,117.031340218132,3.43241698462469,91.7186615254584,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"90","0",0,0,63,2,10,52064,0,153217.671428571,1,0,"z_High_School","z_Blue_Collar",16,1,11770,1,"Sports_Car",0,834,2,0,8,1,0,110.220087391603,3.37988172944909,75.2710456784867,6.72743172485086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","0",0,0,53,0,7,77012,0,316239,1,1,"PhD","Doctor",22,0,21440,1,"Van",0,8744,2,0,0,13,0,130.580939260777,3.63916354769538,99.2417980244343,9.0762373874527,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"92","0",0,0,36,0,11,17085,0,0,1,0,"z_High_School","Student",58,0,15840,7,"Sports_Car",0,4070,2,0,2,1,0,68.033417565605,0,86.3151712893811,8.31164394850298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93","0",0,0,43,0,13,238856,0,153217.671428571,1,1,"Masters","",19,1,29690,11,"Panel_Truck",0,0,0,0,0,22,0,213.173372095977,3.37988172944909,115.311680419492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","0",0,0,54,0,12,69625,0,271183,1,0,"Bachelors","Manager",51,0,22340,1,"z_SUV",0,3155,1,0,2,12,0,125.00210749753,3.58255421240883,101.1410227154,8.05706068196577,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"95","0",0,0,39,3,16,42535,0,189139,1,1,"z_High_School","Clerical",22,1,19330,4,"Van",0,0,0,0,1,8,0,100.982753230145,3.45327902709054,94.6134512530498,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"96","0",0,1,43,2,14,81674,0,233744,1,1,"Bachelors","Manager",39,1,34680,1,"Panel_Truck",0,0,0,0,1,10,0,133.94678575672,3.52867392382276,123.872944186593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"97","0",0,0,51,0,13,34658,0,159187,1,1,"Bachelors","Professional",31,0,15660,1,"Minivan",0,0,0,0,0,11,0,92.4133926829517,3.39308371671217,85.8616045807316,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"98","0",0,0,42,0,0,0,0,0,0,0,"z_High_School","Home_Maker",5,0,25540,1,"Sports_Car",0,0,0,0,0,1,0,0,0,107.57932912184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","0",0,0,41,0,6,86227,0,237057,0,1,"Masters","",28,1,19530,9,"Van",0,2948,3,0,2,17,0,137.130335548224,3.53374318524861,95.0634856116733,7.98922140881528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100","0",0,0,35,1,12,77126,0,242001,1,1,"z_High_School","Manager",5,1,11510,10,"Pickup",0,3079,3,0,0,1,0,130.66460198066,3.54119098856449,74.4999058995214,8.03268487596762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"101","0",0,0,35,2,0,0,0,0,1,0,"<High_School","Student",32,0,4810,1,"z_SUV",0,0,0,0,0,6,0,0,0,49.8274750331529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"102","0",0,1,41,3,5,30043,1,153217.671428571,0,1,"z_High_School","Clerical",22,0,16860,4,"Van",0,0,0,0,0,1,0,86.8686051185711,3.37988172944909,88.8344340570594,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"103","0",0,0,43,0,14,54932,0,225678,1,1,"z_High_School","Clerical",37,1,11290,4,"Pickup",0,5076,3,0,5,1,0,112.809169802644,3.51605695086149,73.8400372706499,8.53247581494739,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
