"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD"
"11","1",6077,0,53,0,14,77100,0,0,0,0,"Masters","Lawyer",15,0,18300,1,"Sports_Car",0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146.205964287145,0,92.2550083220065,0
"12","0",0,0,43,0,5,52642,0,209970,1,0,"Masters","Professional",36,0,22420,7,"Minivan",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,123.466814903427,3.49027815677443,101.307830578899,0
"13","0",0,0,55,0,11,59162,0,180232,1,1,"Bachelors","Manager",25,1,17600,7,"Van",0,5028,2,1,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,130.021442899658,3.43632992386445,90.611086893324,8.52297643617196
"14","1",1267,0,53,0,11,130795,0,0,0,1,"PhD","",64,1,28340,6,"Panel_Truck",0,0,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184.777835732445,0,112.86423154662,0
"15","1",2920.16732,0,45,0,0,0,0,106859,1,0,"<High_School","Home_Maker",48,0,6000,1,"z_SUV",0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.25790737487133,55.1731432149459,0
"16","0",0,0,39,3,12,51884,1,180951,0,0,"Bachelors","Clerical",43,0,10590,6,"z_SUV",0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,122.676059827769,3.43772569872164,71.6930468415484,0
"17","0",0,0,42,0,11,59945,0,192207,1,1,"Masters","Lawyer",42,0,14190,6,"Minivan",0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130.780972738937,3.45895138741905,82.0472226138881,0
"18","0",0,0,34,3,13,34019,0,91875,1,0,"Masters","Lawyer",27,0,8300,7,"z_SUV",0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,101.754270165691,3.20808694478003,64.0759421455177,0
"19","0",0,0,31,2,12,18903,0,93797,1,0,"<High_School","Clerical",48,0,17330,4,"Minivan",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.4337745125912,3.21486893923409,89.9676004421405,0
"20","1",6857,0,28,1,13,44077,0,170598,1,0,"z_High_School","z_Blue_Collar",29,1,8710,6,"z_SUV",0,8935,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.126350100614,3.41712874238433,65.51615013527,9.09784334074904
"21","1",3627,0,43,0,13,37214,0,154867.289723269,1,1,"<High_School","z_Blue_Collar",52,1,26560,1,"Panel_Truck",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.882189784383,3.38357563682182,109.539093001556,0
"22","0",0,0,48,0,14,96274,0,282904,1,0,"Masters","Lawyer",36,0,11130,6,"z_SUV",0,8250,1,0,5,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,161.322333069512,3.5980499402654,73.3557684135438,9.01808968410434
"23","0",0,0,47,0,11,46281,0,0,0,0,"<High_School","z_Blue_Collar",29,0,19700,10,"Minivan",0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.620100478815,0,95.4440655346355,0
"24","0",0,2,44,2,0,0,0,82344,1,0,"z_High_School","Home_Maker",8,0,5900,6,"z_SUV",0,3338,3,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.17244761757386,54.7473090316058,8.11342663994365
"25","0",0,0,33,1,13,79606,0,225962,1,0,"Bachelors","Professional",27,0,16830,9,"z_SUV",0,0,0,0,2,15,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,148.292432930379,3.51650801668504,88.7615295545965,0
"26","1",4486,0,32,1,9,31275,0,118160,1,0,"z_High_School","Clerical",26,0,10030,1,"z_SUV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,98.0330268484394,3.29148582561084,69.9197279958871,0
"27","0",0,1,44,2,17,45488,0,219378,1,1,"Bachelors","Manager",16,0,22090,17,"Minivan",0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.730625702143,3.50591750980348,100.617662783903,0
"28","0",0,0,35,0,8,72193,0,0,0,0,"Bachelors","Clerical",26,0,12220,6,"z_SUV",0,0,0,0,3,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,142.008167947144,0,76.5843138910761,0
"29","0",0,0,40,2,0,61898.0946086055,0,98777,1,0,"Masters","Home_Maker",15,0,14130,6,"z_SUV",0,38127,2,1,4,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132.651765725913,3.23187752819721,81.8871085975054,10.5487041993385
"30","0",0,0,49,0,5,49244,0,163444,1,1,"Bachelors","Clerical",30,0,15880,1,"Minivan",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119.870556604931,3.40222973710386,86.4155860590863,0
"31","0",0,0,52,0,8,51278,0,230340,1,0,"Bachelors","Professional",37,0,1500,4,"z_SUV",0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,122.039232456226,3.52339776872251,29.119108217154,0
"32","0",0,0,41,0,7,92842,0,286113,0,1,"Masters","",12,1,25810,6,"Panel_Truck",0,1431,2,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.748930437663,3.60219180853043,108.102134703707,7.26682734752059
"33","0",0,0,39,0,10,35081,0,202839,1,1,"Bachelors","z_Blue_Collar",38,1,16640,4,"Van",0,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103.149441379724,3.47799896960087,88.2981656498695,0
"34","0",0,0,56,0,0,0,0,63827,1,0,"PhD","Home_Maker",65,0,13220,1,"Minivan",0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09108147283213,79.4122865146599,0
"35","0",0,0,49,0,12,115044,0,311980,0,0,"PhD","Doctor",18,0,17900,1,"Minivan",0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,174.567237862279,3.63413393342049,91.3198621590937,0
"36","0",0,0,38,0,11,37754,0,138823,1,0,"z_High_School","Clerical",47,0,12080,1,"z_SUV",0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,106.560094352584,3.34603951452595,76.1785771465499,0
"37","0",0,0,43,2,17,145353,0,418785,1,0,"Masters","",38,1,29450,6,"Van",0,0,0,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.621612166762,3.74492473743163,114.881030577691,0
"38","0",0,0,63,0,15,121398,0,343410,1,0,"PhD","Doctor",10,0,16270,1,"z_SUV",0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,178.77455621624,3.66988892321032,87.3875697754623,0
"39","0",0,0,52,0,0,0,0,87925,0,0,"z_High_School","Student",48,1,9280,1,"z_SUV",0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.19373929993031,67.4589562029486,0
"40","0",0,0,35,0,7,14508,0,0,1,1,"Bachelors","Student",22,1,6450,1,"Pickup",0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,69.7576984517089,0,57.0436134733666,0
"41","0",0,0,43,0,13,75338,0,270555,1,0,"Bachelors","Manager",40,0,23080,1,"Sports_Car",0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.716230082629,3.58170709788868,102.671925275202,0
"42","0",0,0,41,0,10,32774,0,0,0,0,"z_High_School","Clerical",44,0,20120,4,"Minivan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.087431912427,0,96.3767988445022,0
"43","0",0,0,40,0,11,57474,0,186418,1,1,"Bachelors","Clerical",5,1,29270,4,"Panel_Truck",0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128.364768133585,3.44817866272881,114.556800363592,0
"44","0",0,0,31,1,12,26520,0,154493,1,1,"Bachelors","Student",62,1,4600,6,"Minivan",0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.1261598915788,3.38274061848731,48.8125347507088,0
"45","0",0,0,47,0,8,18444,0,0,1,0,"z_High_School","Student",35,1,19450,6,"z_SUV",0,2981,2,0,5,8.32832309502026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,77.5842945001661,0,94.8837713330321,8.00034949532468
"46","0",0,0,53,0,10.4992863630466,107259,0,343700,1,1,"Masters","Professional",36,0,29230,10,"Minivan",0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,169.231868063039,3.6702049133552,114.484603372085,0
"47","0",0,0,39,3,7,34046,0,183383,1,0,"z_High_School","Clerical",33,0,4040,6,"z_SUV",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,101.790038821865,3.4424102440257,45.9771248352156,0
"48","0",0,0,33,3,14,32364,0,152894,1,1,"<High_School","Clerical",40,0,12270,18,"Minivan",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.5308129393791,3.37915275976022,76.7286122501684,0
"49","0",0,0,59,0,5,106775,0,154867.289723269,0,1,"Masters","Lawyer",10,0,31930,1,"Minivan",0,0,0,0,0,8.32832309502026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168.893145431508,3.38357563682182,119.243770893687,0
"50","1",6100,0,40,0,11,16989,0,0,0,1,"<High_School","z_Blue_Collar",20,1,12230,4,"Pickup",0,26104,1,1,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.8108075247499,0,76.6131989857744,10.1698821458447
"51","1",8840.6835683,0,44,2,15,16352,0,134164,1,0,"z_High_School","Home_Maker",37,0,10520,1,"z_SUV",0,7838,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.5549490777694,3.3344090175816,71.4741922635949,8.96686655418872
"52","0",0,0,56,0,16,44760,0,164852,1,1,"Bachelors","Manager",30,0,21770,13,"Minivan",0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114.906422756289,3.4052077291329,99.9430815158475,0
"53","1",2117,1,45,1,14,63952,0,196368,1,0,"Masters","Lawyer",50,0,32340,6,"Van",0,27877,2,1,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,134.583983909741,3.46651603239504,119.947209046393,10.2355931262898
"54","0",0,0,48,0,10.4992863630466,61898.0946086055,0,252896,1,1,"Bachelors","Professional",14,1,28560,13,"Panel_Truck",0,1554,5,0,1,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,132.651765725913,3.55713280615514,113.267295685259,7.34923082461333
"55","1",3532,1,44,2,10.4992863630466,24060,1,0,0,1,"Bachelors","Clerical",24,0,14220,4,"Minivan",0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.2798439292193,0,82.127142787703,0
"56","1",866,0,33,4,12,20822,0,76022,1,0,"z_High_School","Home_Maker",46,0,6880,13,"z_SUV",0,7896,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.8663526404478,3.14670338759719,58.7662894694323,8.97423821949758
"57","0",0,0,32,3,14,54968,0,146784,1,0,"z_High_School","Professional",20,0,10040,4,"z_SUV",0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,125.854486330626,3.36512521881794,69.9518559502474,0
"58","1",7786,0,34,0,8,14194,0,87034,0,0,"<High_School","Clerical",13,0,2920,4,"Sports_Car",0,24767,3,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.0847876154882,3.19042303494796,39.5859885326259,10.1173077763895
"59","0",0,1,38,4,12,2149,0,72889,1,0,"<High_School","Home_Maker",35,0,22690,10,"Pickup",0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.9351012952816,3.13322456757053,101.868451053141,0
"60","1",4148,2,43,3,11,137103,1,0,0,0,"Masters","Manager",29,0,19510,1,"Sports_Car",0,8890,3,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188.673889427523,0,95.0185942977004,9.09279480812114
"61","0",0,0,49,0,9,61898.0946086055,0,0,0,1,"PhD","",31,1,33710,3,"Panel_Truck",0,34351,2,1,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132.651765725913,0,122.263488982495,10.4444155201186
"62","0",0,0,46,0,10,79538,0,0,0,0,"Bachelors","Manager",13,0,14050,3,"Minivan",0,0,0,1,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,148.236303688316,0,81.6730521216942,0
"63","0",0,0,45,1,11,185836,0,509115,1,0,"PhD","Lawyer",28,0,10250,1,"z_SUV",0,4307,3,0,6,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,215.886021590455,3.82028023061664,70.6225999503434,8.36822903827628
"64","0",0,0,46,0,14,61898.0946086055,0,397661,0,1,"Masters","",22,1,33320,4,"Panel_Truck",0,0,0,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.651765725913,3.72520627663825,121.609359651162,0
"65","0",0,0,45,0,11,61931,0,213530,1,1,"Masters","",30,1,10910,13,"Pickup",0,25106,2,0,0,8.32832309502026,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132.68300077959,3.49626874484558,72.6837306010685,10.130901970701
"66","0",0,0,63,0,9,74426,0,0,0,0,"PhD","Doctor",11,0,27600,1,"z_SUV",0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,143.937525624718,0,111.495948602464,0
"67","0",0,0,44,0,9,74722,0,231034,1,0,"Bachelors","Professional",9,0,23640,6,"Minivan",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,144.190842709436,3.52447911591865,103.812938608451,0
"68","1",2371,1,45,2,11,102393,1,0,0,1,"Bachelors","Professional",25,0,1500,1,"Minivan",0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,165.786715862552,0,29.119108217154,0
"69","0",0,0,48,0,0,0,0,98920,1,0,"z_High_School","Home_Maker",50,0,8660,3,"Sports_Car",0,8363,2,0,3,8.32832309502026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23235445654717,65.3425002531803,9.03169206054852
"70","1",4804,1,37,2,12,61898.0946086055,0,205211,1,0,"Bachelors","z_Blue_Collar",43,1,5200,1,"z_SUV",0,2718,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132.651765725913,3.48212586388684,51.6508581430013,7.90801944463247
"71","0",0,0,35,0,10.4992863630466,29371,0,0,0,0,"<High_School","Clerical",49,0,4860,10,"Sports_Car",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.3428212574398,0,50.0655878831338,0
"72","1",1354,0,48,0,12,31773,0,165090,1,1,"z_High_School","Clerical",14,1,9640,13,"Pickup",0,1212,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,98.7215107200311,3.40570885308598,68.6529988671832,7.10085190894405
"73","0",0,0,49,0,0,0,0,159389,1,0,"Masters","Professional",42,0,6400,10,"z_SUV",0,9115,1,0,6,14,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.39352264260731,56.8393323578945,9.11778639036558
"74","0",0,0,44,2,15,139330,1,316900,0,0,"z_High_School","z_Blue_Collar",35,1,22050,10,"Sports_Car",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.025452003994,3.63993868839499,100.533629466534,0
"75","0",0,0,50,0,13,163296,0,447616,0,0,"PhD","Lawyer",42,0,22830,1,"Minivan",0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,203.867579759953,3.77044292803133,102.157727904751,0
"76","0",0,0,30,1,10,17455,1,140978,0,0,"<High_School","z_Blue_Collar",50,0,12380,13,"Minivan",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7130070141465,3.35130100832804,77.0449570152329,0
"77","0",0,0,54,0,10.4992863630466,71007,0,240833,1,1,"Bachelors","Manager",61,0,14000,6,"Minivan",0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140.969907839341,3.53944388677621,81.538933070129,0
"78","1",2425,0,53,0,6,38036,0,153381,1,0,"z_High_School","z_Blue_Collar",32,1,13140,1,"z_SUV",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,106.911965436611,3.38024905167309,79.1903866387918,0
"79","0",0,0,53,0,13,41199,0,150933,0,0,"Bachelors","Manager",21,0,15360,1,"z_SUV",0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110.763022160408,3.37470635120719,85.0993710716368,0
"80","0",0,0,29,1,10,38042,1,202967,0,1,"z_High_School","Professional",15,0,15160,6,"Minivan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,106.919436241135,3.47822277219137,84.5867486405882,0
"81","0",0,0,58,0,11,91223,0,0,0,1,"Masters","Lawyer",23,0,10620,6,"Pickup",0,0,0,0,0,8.32832309502026,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,157.51656311975,0,71.7866029282232,0
"82","0",0,0,55,0,7,45787,0,173196,1,0,"Masters","Lawyer",5,0,19380,6,"Minivan",0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116.067008144859,3.42240074276308,94.7261942326346,0
"83","0",0,0,55,0,10.4992863630466,84964,0,227091,1,1,"Bachelors","z_Blue_Collar",21,1,5760,1,"Pickup",0,969,2,0,6,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152.63392874899,3.51829614221742,54.1445520261957,6.87729607149743
"84","0",0,0,56,0,8,38240,0,190675,1,0,"z_High_School","Clerical",28,0,16220,4,"z_SUV",0,0,0,0,0,8.32832309502026,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,107.165605576675,3.45612915014539,87.2636635449085,0
"85","0",0,0,34,0,11,51565,0,0,0,1,"Masters","Lawyer",36,0,18110,1,"Van",0,759,2,0,3,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,122.341351770989,0,91.8122024380438,6.63331843328038
"86","1",5711,0,34,3,0,0,0,66358,1,0,"z_High_School","Home_Maker",25,0,11740,9,"z_SUV",0,1800,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.10336684054809,75.1825397671265,7.49609734517596
"87","0",0,0,36,0,11,105384,0,267509,1,1,"Masters","Professional",24,0,13800,7,"Minivan",0,31695,3,1,4,17,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.914879725512,3.57757310156434,80.999858244093,10.3639457689383
"88","1",13105.327626,0,41,0,10,66265,0,159276,1,1,"Masters","Lawyer",59,0,12230,4,"Minivan",0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136.719008954644,3.39327716645573,76.6131989857744,0
"89","1",4061,0,46,0,7,61898.0946086055,0,154867.289723269,0,1,"Masters","",17,1,23350,13,"Panel_Truck",0,4678,3,0,6,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.651765725913,3.38357563682182,103.223897719331,8.45083969086622
"90","0",0,0,42,0,9,76226,0,217920,1,1,"Bachelors","z_Blue_Collar",18,1,23390,13,"Panel_Truck",0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.469413153452,3.50353373175445,103.305378262362,0
"91","0",0,1,38,3,16,7528,0,113809,1,1,"<High_School","Clerical",26,0,8080,1,"Pickup",0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,52.1637815379299,3.27891390859526,63.2873101094607,0
"92","1",7838,0,33,4,0,0,1,0,0,1,"z_High_School","Student",14,1,15090,1,"Minivan",0,1631,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.4064703317751,7.39756153552405
"93","1",3660,0,37,0,0,61898.0946086055,0,73890,1,0,"Bachelors","Student",48,1,12850,7,"z_SUV",0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,132.651765725913,3.1375867188117,78.3798344512363,0
"94","0",0,1,42,1,9,32797,0,160661,1,0,"Masters","Lawyer",63,0,21690,1,"Minivan",0,0,0,0,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.118541682481,3.39627515038725,99.7736025039308,0
"95","1",5125,0,47,0,11,44705,0,217885,1,0,"Bachelors","Professional",50,0,12840,1,"z_SUV",0,1533,2,0,0,10,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,114.843852298361,3.50347633216982,78.3517094046846,7.3356339819272
"96","0",0,0,52,0,9,68992,0,216986,0,0,"Bachelors","z_Blue_Collar",36,1,15120,1,"Minivan",0,0,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.183527619198,3.50199913779438,84.4837875403482,0
"97","0",0,0,43,0,11,132561,0,314433,0,1,"Masters","Professional",8,1,30150,16,"Panel_Truck",0,12294,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,185.87893984277,3.63703824752225,116.131878991162,9.41694795465029
"98","0",0,0,66,1,17,96830,0,325826,1,1,"Masters","Professional",23,0,11180,7,"z_SUV",0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,161.734399284449,3.6502662681206,73.507503190489,0
"99","1",2143,0,52,0,7,64014,0,244863,1,1,"<High_School","z_Blue_Collar",33,1,7900,4,"Pickup",0,8882,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134.641769219905,3.54544018608361,62.6334146299807,9.0918946167697
"100","0",0,1,38,1,7,61898.0946086055,0,0,1,0,"z_High_School","Student",40,0,7050,4,"Sports_Car",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132.651765725913,0,59.4312935429806,0
"101","0",0,0,47,0,14,61898.0946086055,0,276241,1,1,"Bachelors","Manager",48,0,21320,1,"Van",0,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,132.651765725913,3.58931348035385,98.9853446053441,0
"102","0",0,0,37,0,12,123520,0,383731,1,1,"Bachelors","z_Blue_Collar",14,1,17550,1,"Van",0,0,0,0,0,8.32832309502026,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180.152219212244,3.71168184227373,90.4923262705466,0
"103","0",0,0,47,0,13,45257,0,160051,1,1,"Bachelors","Clerical",33,1,29210,6,"Panel_Truck",0,0,0,0,0,8.32832309502026,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115.469900763573,3.39495761001893,114.448484906328,0
