"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","TARGET_FLAG_Full","TARGET_FLAG_Transform_Model","TARGET_FLAG_Transform_Model_Step","TARGET_AMT_Full","TARGET_AMT_Full_Flag1","TARGET_AMT_Step","TARGET_AMT_Step_Flag1","TARGET_AMT_Xmodel","TARGET_AMT_xModel_onlyFlag1"
"11","0",NA,0,42,0,10.3790913531998,52988,"No",176275,"Yes","M","z_High_School","z_Blue_Collar",24,"Commercial",23450,1,"Minivan","no",0,0,"No",2,11,"z_Highly_Rural/ Rural",123.82565807899,3.42855762954297,103.427458380305,0,"0",0,0,218.784769334272,6477.24442600163,342.759737349642,6796.81428280807,218.784769334272,6477.24442600163
"12","1",NA,0,41,2,7,17755,"Yes",148815,"z_No","z_F","<High_School","Clerical",29,"Private",14480,1,"Minivan","yes",0,0,"Yes",2,1,"Highly_Urban/ Urban",76.2867405946339,3.36984530139722,82.8160108124431,0,"1",1,1,5807.45266368748,5566.17152472456,5711.93674436971,6069.97587490532,5807.45266368748,5566.17152472456
"13","1",NA,1,37,2,13,51778,"Yes",0,"z_No","z_F","z_High_School","z_Blue_Collar",62,"Commercial",9360,4,"Sports_Car","no",0,0,"No",0,8.18339960238569,"Highly_Urban/ Urban",122.564967707252,0,67.7264272892951,0,"1",1,1,5627.733634962,5305.43877280694,5480.38280094833,4754.60255310095,5627.733634962,5305.43877280694
"14","0",NA,0,36,3,12,56048,"No",137836,"Yes","M","Masters","Lawyer",15,"Private",10700,6,"Minivan","no",2045,2,"No",2,16,"Highly_Urban/ Urban",126.943986657779,3.34360519603602,72.0353916131479,7.62364194651157,"0",0,0,-20.7822723241422,5826.7813702854,-104.645506574208,5173.05683869123,-20.7822723241422,5826.7813702854
"15","0",NA,0,34,3,12,22510,"No",123888,"Yes","M","z_High_School","Clerical",26,"Private",14690,4,"Minivan","yes",0,0,"Yes",0,1,"z_Highly_Rural/ Rural",84.742709225141,3.30741721588847,83.3675517645066,0,"0",0,0,-261.990160066644,4860.23226657376,-179.562480814816,5507.91731419844,-261.990160066644,4860.23226657376
"16","1",NA,0,35,2,12,51778,"Yes",0,"z_No","z_F","<High_School","z_Blue_Collar",43,"Private",9730,5,"z_SUV","no",0,0,"No",4,4,"Highly_Urban/ Urban",122.564967707252,0,68.9477374786358,0,"1",1,1,5970.84018986065,6285.87860919206,5753.78836571857,5542.24750059291,5970.84018986065,6285.87860919206
"17","1",NA,2,44,2,14,45576,"No",156623,"Yes","z_F","<High_School","z_Blue_Collar",27,"Private",1500,4,"Sports_Car","no",25276,1,"No",8,8.18339960238569,"Highly_Urban/ Urban",115.829755458772,3.38746849611207,29.119108217154,10.1376501703328,"1",1,1,5298.81893279029,4350.42706661782,5358.15661155483,3900.58582398393,5298.81893279029,4350.42706661782
"18","0",NA,0,48,0,9,61509,"No",195438,"Yes","M","Masters","",40,"Commercial",23230,6,"Panel_Truck","yes",0,0,"No",1,17,"Highly_Urban/ Urban",132.28171878375,3.46483788184532,102.979003679439,0,"0",0,0,356.112801345651,6527.64509615355,205.078599621977,6342.52790769343,356.112801345651,6527.64509615355
"19","1",NA,0,62,0,15,40656,"No",208242,"Yes","z_F","z_High_School","Clerical",57,"Private",9170,4,"Sports_Car","no",42342,2,"Yes",2,7,"Highly_Urban/ Urban",110.113918822703,3.48733741491081,67.0891460172068,10.6535583971622,"1",1,1,5293.09106093774,4586.99387438891,5237.10884011708,4166.40449941647,5293.09106093774,4586.99387438891
"20","0",NA,0,39,0,11,33727,"No",0,"z_No","z_F","Bachelors","Clerical",27,"Private",10850,1,"z_SUV","no",8350,1,"No",2,12,"Highly_Urban/ Urban",101.366424221667,0,72.499182467342,9.03013657115323,"0",0,1,-368.953938956959,4670.70634961379,-144.428927290823,5018.05945961172,-368.953938956959,4670.70634961379
"21","0",NA,0,38,0,0,0,"No",0,"Yes","M","z_High_School","Student",41,"Commercial",17470,10,"Van","no",3157,2,"No",5,6,"z_Highly_Rural/ Rural",0,0,90.3019293179564,8.05769419481559,"0",0,0,-67.2173146387588,5363.30513770988,11.9776139965636,6167.48310807122,-67.2173146387588,5363.30513770988
"22","0",NA,0,39,2,0,0,"No",69369,"Yes","z_F","z_High_School","Home_Maker",36,"Private",8750,4,"Sports_Car","no",0,0,"No",0,8,"Highly_Urban/ Urban",0,3.11744553223845,65.6546835548336,0,"0",0,0,-542.206962375151,3939.74118953147,-569.959713330935,4385.39387847362,-542.206962375151,3939.74118953147
"23","0",NA,2,44,2,13,142588,"No",365256,"Yes","M","Masters","Manager",28,"Private",21790,6,"Minivan","yes",0,0,"No",2,9,"Highly_Urban/ Urban",191.981225223707,3.69304781469218,99.985398795243,0,"0",0,0,67.2310392936924,5586.68427764216,234.186763323454,6809.06744294745,67.2310392936924,5586.68427764216
"24","0",NA,0,45,0,12,32394,"No",0,"z_No","z_F","z_High_School","Clerical",33,"Private",13770,4,"z_SUV","no",0,0,"No",0,1,"Highly_Urban/ Urban",99.5716738708757,0,80.9186346875736,0,"0",0,0,-149.657619901907,5441.26599467027,-0.0167344501811613,5695.02503787017,-149.657619901907,5441.26599467027
"25","0",NA,0,43,1,0,0,"No",70170,"Yes","z_F","Bachelors","Home_Maker",26,"Private",8350,1,"z_SUV","no",0,0,"No",3,7,"Highly_Urban/ Urban",0,3.12109832500998,64.2535999802389,0,"0",0,0,-301.388356804936,4630.71501678686,-420.866413112386,4765.95777826294,-301.388356804936,4630.71501678686
"26","0",NA,0,64,0,15,31738,"No",197010,"Yes","M","<High_School","z_Blue_Collar",23,"Commercial",14620,6,"z_SUV","no",3994,2,"No",0,1,"Highly_Urban/ Urban",98.6733205308108,3.46767033858213,83.1841797950633,8.29279885820037,"0",0,0,401.75451388833,7676.65789859139,129.275908279835,6201.81893642743,401.75451388833,7676.65789859139
"27","0",NA,0,60,0,9,125893,"No",0,"z_No","M","PhD","",21,"Commercial",7500,9,"Pickup","yes",7278,2,"No",4,15,"Highly_Urban/ Urban",181.677314304921,0,61.1509548003479,8.89274876911826,"0",0,0,156.895601410903,6551.79362598543,-128.82285744708,5260.22613609387,156.895601410903,6551.79362598543
"28","0",NA,2,35,4,6,154577,"Yes",397868,"z_No","z_F","Bachelors","z_Blue_Collar",27,"Private",20450,6,"z_SUV","no",4645,1,"No",3,1,"Highly_Urban/ Urban",198.971639887295,3.72540402202447,97.1023223821467,8.44376191333035,"0",0,1,489.743101291416,7631.06500434451,411.601171838438,7553.71562721519,489.743101291416,7631.06500434451
"29","0",NA,0,52,0,11,79348,"No",270032,"Yes","z_F","z_High_School","Manager",23,"Private",13150,11,"z_SUV","no",0,0,"No",2,1,"Highly_Urban/ Urban",148.079330157255,3.58100027011585,79.218163871412,0,"0",0,0,-199.948316910433,4206.5624390788,10.4535220679716,5687.31076517118,-199.948316910433,4206.5624390788
"30","0",NA,0,56,2,14,192089,"No",471701,"Yes","M","PhD","",31,"Commercial",21100,1,"Van","yes",0,0,"No",0,8.18339960238569,"Highly_Urban/ Urban",219.074387211851,3.79065284965136,98.5131513267292,0,"0",0,0,560.697450133602,8251.47627663296,35.9333309595445,6550.65153711323,560.697450133602,8251.47627663296
"31","0",NA,0,55,0,15,108152,"No",329756,"Yes","z_F","Masters","Manager",18,"Private",12320,1,"z_SUV","no",0,0,"Yes",0,15,"Highly_Urban/ Urban",169.854598028275,3.65473301175321,76.8725940170208,0,"0",0,0,-733.45067002476,2720.0011087219,-627.294560136453,3944.13967281707,-733.45067002476,2720.0011087219
"32","0",NA,0,26,0,8,53244,"No",0,"z_No","M","Bachelors","Professional",28,"Commercial",20920,3,"Van","yes",6224,1,"No",1,8,"Highly_Urban/ Urban",124.090321260791,0,98.1248338919702,8.73632872133291,"0",0,1,315.125419731189,7206.46700423332,333.59093768651,6822.2721609585,315.125419731189,7206.46700423332
"33","0",NA,0,52,0,8,88560,"No",244028,"Yes","M","Masters","Lawyer",14,"Private",13630,1,"Minivan","no",0,0,"No",4,17,"Highly_Urban/ Urban",155.462719415356,3.54420509345665,80.5383243391634,0,"0",0,0,229.340426380774,6257.01345704837,69.339557749951,5785.34077871776,229.340426380774,6257.01345704837
"34","0",NA,0,41,0,12,110386,"No",335488,"Yes","M","Masters","",21,"Commercial",16640,1,"Van","yes",0,0,"No",2,14,"Highly_Urban/ Urban",171.400032672158,3.66116290172541,88.2981656498695,0,"0",0,0,199.143270771081,6136.03591673024,78.045748162175,6040.52633205363,199.143270771081,6136.03591673024
"35","0",NA,0,49,0,12,53765,"No",0,"z_No","z_F","Bachelors","Professional",5,"Private",12360,4,"z_SUV","no",0,0,"No",0,1,"Highly_Urban/ Urban",124.626771613211,0,76.9875528121516,0,"0",0,0,161.488454871689,6631.63569460444,-43.1022471741568,5526.62119382841,161.488454871689,6631.63569460444
"36","0",NA,0,30,2,10.3790913531998,26226,"No",165178,"Yes","z_F","z_High_School","Clerical",68,"Private",23610,4,"z_SUV","no",0,0,"No",1,1,"z_Highly_Rural/ Rural",90.6772417606654,3.40589397834319,103.752184619921,0,"0",0,0,178.797935461541,6490.54023916865,250.814663273855,6572.57193992026,178.797935461541,6490.54023916865
"37","0",NA,1,34,3,12,29431,"No",143149,"Yes","z_F","<High_School","Clerical",12,"Private",22560,1,"Minivan","no",0,0,"No",1,8.18339960238569,"Highly_Urban/ Urban",95.4290550230598,3.35652903631838,101.598974164482,0,"0",0,0,-5.91816224868307,5675.82053094003,130.930497018188,6094.74291073965,-5.91816224868307,5675.82053094003
"38","0",NA,0,44,0,14,44790,"No",205463,"Yes","z_F","Masters","",5,"Commercial",19800,4,"Pickup","no",37163,1,"No",4,9,"Highly_Urban/ Urban",114.940534047721,3.48256178228803,95.6671095851468,10.5230958297612,"0",0,0,316.404202811761,7166.16321982044,215.814462777361,6211.85955148568,316.404202811761,7166.16321982044
"39","0",NA,0,49,0,10.3790913531998,38326,"No",133010,"Yes","M","Masters","Lawyer",5,"Private",10230,4,"Pickup","yes",0,0,"No",0,17,"Highly_Urban/ Urban",107.272306440419,3.33147223339239,70.5590406216358,0,"0",0,0,-173.996415648259,5057.80867539702,-237.358966386063,4796.64898964376,-173.996415648259,5057.80867539702
"40","1",NA,1,40,2,12,35260,"No",141167,"Yes","z_F","<High_School","z_Blue_Collar",30,"Private",9740,7,"z_SUV","no",2235,1,"No",8,1,"Highly_Urban/ Urban",103.382269652052,3.35175900549288,68.9803953490192,7.71244383427499,"1",1,1,5996.2388471469,6173.32658941383,5925.64358638128,5976.03087086542,5996.2388471469,6173.32658941383
"41","0",NA,0,26,3,9,33283,"No",104323,"Yes","M","Bachelors","z_Blue_Collar",37,"Commercial",7690,10,"Pickup","no",0,0,"No",2,16,"Highly_Urban/ Urban",100.773084542176,3.24993568758478,61.860302963521,0,"0",0,0,-246.309718950677,5083.42401065444,-233.619592884151,4717.60862213941,-246.309718950677,5083.42401065444
"42","1",NA,0,46,0,7,26697,"No",134863,"Yes","z_F","<High_School","Clerical",43,"Private",15080,6,"z_SUV","no",0,0,"Yes",4,1,"Highly_Urban/ Urban",91.3950911773422,3.3361768717072,84.380679520265,0,"1",1,1,5710.05428348725,5297.87346016658,5607.12592575691,5447.4401439288,5710.05428348725,5297.87346016658
"43","0",NA,0,50,0,7,73308,"No",240645,"z_No","M","Masters","Lawyer",38,"Private",18720,7,"Van","no",0,0,"No",2,19,"z_Highly_Rural/ Rural",142.975642693879,3.53916196454377,93.2251292751669,0,"0",0,0,510.928951331687,7168.22655515267,348.592197109254,6905.82817660773,510.928951331687,7168.22655515267
"44","1",NA,0,62,0,12,22181,"No",185459,"z_No","z_F","z_High_School","Clerical",24,"Private",17880,7,"Sports_Car","no",9873,3,"No",5,1,"Highly_Urban/ Urban",84.1917694170441,3.44636512770528,91.272810605685,9.19766031881881,"1",1,1,6237.38121983445,7562.25165552754,6270.00844828017,7504.1114313598,6237.38121983445,7562.25165552754
"45","0",NA,0,53,1,13,52759,"No",164906,"Yes","z_F","Bachelors","Professional",41,"Private",24160,9,"Minivan","no",0,0,"No",0,13,"z_Highly_Rural/ Rural",123.588304435004,3.40532148647995,104.859476377664,0,"0",0,0,106.555031437962,5839.73230513591,64.6117383036769,5863.78122605336,106.555031437962,5839.73230513591
"46","0",NA,0,44,0,4,146267,"No",357184,"Yes","M","Masters","",51,"Commercial",6720,4,"Pickup","no",0,0,"No",0,10,"Highly_Urban/ Urban",194.160031947643,3.68463933147938,58.1322636924368,0,"0",0,0,-312.505241743711,4749.14385156368,-388.3185045113,4703.73382588584,-312.505241743711,4749.14385156368
"47","0",NA,0,48,1,10,84629,"No",308848,"Yes","z_F","Bachelors","Manager",35,"Private",15060,7,"z_SUV","no",9592,1,"No",0,10,"Highly_Urban/ Urban",152.367032621261,3.63039573992509,84.3290702278806,9.16878894481795,"0",0,0,-372.35780877403,4029.78912428148,-152.578083223593,5187.99894967624,-372.35780877403,4029.78912428148
"48","0",NA,1,45,2,17,111268,"No",288071,"Yes","z_F","Masters","Lawyer",46,"Private",24600,1,"Van","no",28026,2,"Yes",2,10,"Highly_Urban/ Urban",172.005381517975,3.60469856043923,105.735563559682,10.2409236102468,"0",0,0,-68.29026144964,5574.94516973349,-120.960822403762,5689.75580290222,-68.29026144964,5574.94516973349
"49","0",NA,0,41,0,10,97700,"No",0,"z_No","z_F","Bachelors","Home_Maker",43,"Private",26250,8,"Pickup","no",0,0,"No",0,6,"z_Highly_Rural/ Rural",162.37654326105,0,108.947836619468,0,"0",0,0,95.0601651190223,5626.16104768885,234.586366716631,6634.55575379116,95.0601651190223,5626.16104768885
"50","1",NA,0,32,3,13,30955,"Yes",111256,"z_No","z_F","z_High_School","Clerical",9,"Private",7800,4,"z_SUV","no",0,0,"Yes",0,8,"Highly_Urban/ Urban",97.5874001700798,3.27133478050138,62.2666659018937,0,"1",1,1,5238.42010183521,4168.03287930888,5288.41091446343,4545.00773103627,5238.42010183521,4168.03287930888
"51","0",NA,0,49,1,15,89612,"No",261946,"Yes","M","Masters","Professional",23,"Commercial",6400,10,"Pickup","yes",0,0,"No",0,23,"Highly_Urban/ Urban",156.27813270555,3.56991273948763,56.8393323578945,0,"0",0,0,-390.329279399088,4755.40045585904,-497.027558058345,3945.23629926879,-390.329279399088,4755.40045585904
"52","0",NA,0,41,0,12,80718,"No",0,"z_No","z_F","Bachelors","Professional",29,"Private",26480,11,"Sports_Car","no",8623,3,"No",5,8,"Highly_Urban/ Urban",149.206548391074,0,109.386868373407,9.06230429314878,"0",0,0,474.070180664763,7643.65924058798,486.717301631739,7194.84384803139,474.070180664763,7643.65924058798
"53","1",NA,1,44,2,15,46140,"No",169084,"Yes","M","z_High_School","z_Blue_Collar",29,"Commercial",10510,1,"Pickup","no",4276,3,"No",7,1,"Highly_Urban/ Urban",116.462570783466,3.41402310819997,71.4428633208774,8.36100710822691,"1",1,1,6018.79877498511,6614.55758547527,6076.57262975252,6591.98345924368,6018.79877498511,6614.55758547527
"54","0",NA,0,47,0,12,80105,"No",0,"z_No","M","Masters","Manager",29,"Private",14210,6,"Minivan","yes",0,0,"No",1,12,"Highly_Urban/ Urban",148.703507955968,0,82.1005128363483,0,"0",0,0,-57.5402200535123,5107.30217696897,70.5167627335042,5926.83423290882,-57.5402200535123,5107.30217696897
"55","0",NA,2,41,2,8,51778,"No",0,"Yes","M","<High_School","Student",43,"Commercial",5850,1,"Pickup","yes",9419,1,"No",5,6,"z_Highly_Rural/ Rural",122.564967707252,0,54.5329327298626,9.15059036757041,"0",0,0,-49.6225233805938,5136.56567870419,-198.359992532171,4635.17299247361,-49.6225233805938,5136.56567870419
"56","0",NA,0,41,2,10,78675,"Yes",265450,"z_No","M","Bachelors","z_Blue_Collar",33,"Commercial",13470,11,"Minivan","yes",0,0,"No",0,3,"Highly_Urban/ Urban",147.521622730085,3.57475463905041,80.1010965862079,0,"0",0,0,569.563022055978,7874.90651176389,299.736516732593,6928.53634477098,569.563022055978,7874.90651176389
"57","0",NA,0,50,0,10,219024,"No",0,"z_No","M","PhD","",27,"Commercial",23370,4,"Panel_Truck","yes",4117,2,"No",4,20,"Highly_Urban/ Urban",232.186960227603,0,103.264647387085,8.32312288758773,"0",0,0,292.063701706771,6512.5819775153,128.366441062201,6803.12316256551,292.063701706771,6512.5819775153
"58","0",NA,0,51,0,10,55573,"No",0,"z_No","z_F","Masters","Lawyer",18,"Private",12160,1,"z_SUV","no",9768,1,"No",6,14,"Highly_Urban/ Urban",126.466261943999,0,76.4107351468451,9.18696938565294,"0",0,0,194.99923075944,6283.9681122593,81.233374801433,5597.91389024629,194.99923075944,6283.9681122593
"59","0",NA,0,53,0,8,61862,"No",245885,"Yes","M","PhD","Doctor",33,"Private",11270,1,"Pickup","yes",0,0,"No",0,14,"Highly_Urban/ Urban",132.617492706763,3.54694674309608,73.7797068485947,0,"0",0,0,-98.0367614639695,4613.5266049104,-151.128098970672,5136.3359731395,-98.0367614639695,4613.5266049104
"60","1",NA,0,32,3,14,21944,"No",128776,"Yes","z_F","<High_School","z_Blue_Collar",34,"Private",7270,1,"z_SUV","no",0,0,"Yes",1,1,"Highly_Urban/ Urban",83.792065685613,3.32049754107021,60.2791838296915,0,"1",1,1,5255.33043019086,4294.86207001017,5157.91855738571,4024.10156374667,5255.33043019086,4294.86207001017
"61","0",NA,0,48,0,14,42008,"No",176219,"Yes","z_F","Masters","Lawyer",23,"Private",10000,4,"z_SUV","no",0,0,"No",0,14,"z_Highly_Rural/ Rural",111.721325155508,3.42844651500485,69.8232404077172,0,"0",0,0,-175.322792796862,4903.35619379731,-366.154963120222,4315.44731986479,-175.322792796862,4903.35619379731
"62","0",NA,0,54,0,8,90149,"No",261569,"Yes","z_F","Masters","Manager",17,"Private",15910,4,"z_SUV","no",0,0,"No",1,10,"Highly_Urban/ Urban",156.692310584698,3.56938833287005,86.4908077006307,0,"0",0,0,-26.6348616031219,5172.08164683444,-85.2465304316872,5397.06136249564,-26.6348616031219,5172.08164683444
"63","0",NA,0,55,0,15,75249,"No",0,"z_No","M","Masters","",5,"Commercial",17020,1,"Van","yes",1316,2,"No",1,21,"Highly_Urban/ Urban",144.640470105433,0,89.2220823906039,7.18311170174328,"0",0,0,40.7506101396462,5694.1195384034,40.6046014185515,5761.73056434868,40.7506101396462,5694.1195384034
"64","0",NA,0,51,0,11,117016,"No",0,"z_No","z_F","Masters","Manager",23,"Private",20320,4,"Minivan","no",1197,2,"No",6,8,"Highly_Urban/ Urban",175.886555951841,0,96.8172688594707,7.08840877867539,"0",0,0,107.021674488229,5147.58968188474,340.446480165712,6785.56723533617,107.021674488229,5147.58968188474
"65","0",NA,0,47,0,7,76462,"No",229334,"Yes","M","Bachelors","Professional",29,"Private",13850,6,"Minivan","yes",0,0,"No",0,7,"Highly_Urban/ Urban",145.668760405699,3.52182507688265,81.1350196235762,0,"0",0,0,143.851868580509,6283.01530761852,17.6982208825983,5811.88500143091,143.851868580509,6283.01530761852
"66","0",NA,0,44,1,10.3790913531998,0,"No",70461,"Yes","z_F","Masters","Home_Maker",19,"Private",2640,4,"Sports_Car","no",2219,2,"No",1,13,"Highly_Urban/ Urban",0,3.12241610172324,37.7884788719864,7.70526247486633,"0",0,0,-945.18158218708,3049.14999590532,-918.782428773539,3060.64901490313,-945.18158218708,3049.14999590532
"67","1",NA,0,36,0,13,20891,"No",134406,"Yes","z_F","z_High_School","z_Blue_Collar",39,"Commercial",5100,1,"z_SUV","no",2949,2,"No",9,7,"Highly_Urban/ Urban",81.9864229173912,3.3350219984778,51.1905565385007,7.98956044933387,"1",1,1,5441.46030573093,4422.05753820411,5665.006177259,5026.17298404804,5441.46030573093,4422.05753820411
"68","1",NA,0,35,2,10,17493,"Yes",102902,"z_No","z_F","<High_School","Clerical",52,"Private",19340,9,"Minivan","no",5658,3,"No",7,1,"Highly_Urban/ Urban",75.7859821426602,3.24539250764764,94.6360124126778,8.64100247714252,"1",1,1,6388.81929783653,7534.93672724583,6390.89400988542,7864.61367240888,6388.81929783653,7534.93672724583
"69","0",NA,0,43,0,11,39848,"No",136304,"z_No","z_F","Masters","Lawyer",45,"Private",18060,8,"z_SUV","no",0,0,"No",0,15,"Highly_Urban/ Urban",109.139030668396,3.33979551598964,91.6952588631281,0,"0",0,0,219.731426601558,6691.07646412022,117.692943446689,6122.59350386225,219.731426601558,6691.07646412022
"70","0",NA,0,42,1,12,117978,"Yes",0,"z_No","z_F","Bachelors","z_Blue_Collar",17,"Commercial",28700,1,"z_SUV","no",0,0,"No",0,7,"z_Highly_Rural/ Rural",176.525664954034,0,113.522920266217,0,"0",0,0,443.789988632835,7368.77902860162,247.396159677871,6778.30524933317,443.789988632835,7368.77902860162
"71","0",NA,0,56,0,12,62483,"No",158840,"Yes","z_F","Bachelors","Manager",18,"Private",20940,6,"Minivan","no",0,0,"No",0,8,"Highly_Urban/ Urban",133.205608201593,3.3923285513453,98.1680689773238,0,"0",0,0,-171.959987103071,4192.61757945815,46.191782414596,5835.62876537631,-171.959987103071,4192.61757945815
"72","0",NA,0,39,0,14,73367,"No",0,"z_No","M","Bachelors","Professional",36,"Private",12740,6,"Minivan","yes",3320,1,"No",4,7,"Highly_Urban/ Urban",143.026607351343,0,78.0698071044887,8.10802122137675,"0",0,0,163.316607358515,6266.07504303895,247.39312651718,6402.95605074385,163.316607358515,6266.07504303895
"73","1",NA,0,32,4,15,4478,"Yes",0,"z_No","z_F","<High_School","Student",7,"Private",6780,4,"z_SUV","no",7181,3,"No",5,8,"Highly_Urban/ Urban",41.4410023707195,0,58.3709671052324,8.87933317478603,"1",1,1,5682.6874658836,5868.67847505114,5529.80015619105,5009.3707001608,5682.6874658836,5868.67847505114
"74","0",NA,0,44,1,9,5952,"No",0,"Yes","M","Bachelors","Student",22,"Commercial",6500,4,"Pickup","yes",0,0,"No",0,10,"Highly_Urban/ Urban",47.0084221997239,0,57.2470428120587,0,"0",0,0,-467.515916317072,4466.06057507987,-554.901070892845,3896.50585790781,-467.515916317072,4466.06057507987
"75","1",NA,0,44,1,11,75046,"No",244819,"Yes","M","z_High_School","z_Blue_Collar",56,"Commercial",9000,4,"Pickup","yes",3288,3,"No",6,10,"Highly_Urban/ Urban",144.467482303046,3.54537519782689,66.5128866941754,8.09833884618906,"1",1,1,5610.72089595328,4997.51227561523,5839.37460310168,5808.83436721075,5610.72089595328,4997.51227561523
"76","0",NA,0,38,0,10,75432,"No",0,"z_No","z_F","Bachelors","Manager",51,"Private",16260,1,"z_SUV","no",8035,3,"No",0,13,"Highly_Urban/ Urban",144.796192127739,0,87.3628049661312,8.99168672593482,"0",0,0,-482.217025236474,3694.4095874475,-92.1723571421178,5344.1738895283,-482.217025236474,3694.4095874475
"77","0",NA,0,35,3,13,64872,"No",187354,"Yes","z_F","<High_School","Clerical",44,"Private",11490,1,"z_SUV","no",0,0,"No",3,8,"Highly_Urban/ Urban",135.438263943878,3.44994064224739,74.4402003320424,0,"0",0,0,32.6102491928082,5657.99860099061,-83.8245438482821,5218.75746608304,32.6102491928082,5657.99860099061
